age_days,release_frequency,dependency_count,dependency_growth,maintainer_count,maintainer_changes,has_install_script,obfuscation_score,network_call_count,vulnerability_history_count,license_change_indicator,reputation_score,is_suspicious
1935,20.976684645366642,0,1,9,0,0,0.028170362352067595,2,3,0,64,0
904,17.50415886882667,8,1,13,0,0,0.04709612864991173,0,2,0,85,0
1261,6.599993273311947,4,0,4,0,0,0.018945778148078518,0,0,0,71,0
808,5.180001386317649,9,2,2,0,0,0.0021086475107166725,1,1,0,54,0
1843,5.1042572002387585,0,0,10,0,0,0.0020239724592295157,0,3,0,68,0
1673,15.449476540655471,9,1,17,0,0,0.009023754022197395,0,3,0,69,0
684,4.990041708117016,6,0,12,0,0,0.009952579503509213,2,1,0,50,0
2229,19.830262313742352,8,2,9,0,0,0.005255598992550724,1,1,0,78,0
635,3.814665418479093,14,2,4,0,0,0.010492468292675918,1,0,0,71,0
255,3.1564091748478025,14,0,5,0,0,0.008831703858402347,2,3,0,96,0
976,21.635285842186235,13,0,6,0,0,0.015062329218758573,0,3,0,92,0
927,17.674566908253208,3,0,3,0,0,0.025333850364158,1,1,0,61,0
1457,14.576567487922674,11,2,9,0,0,0.04297468310985693,0,1,0,90,0
2107,14.733202714294555,3,0,18,0,0,0.031939219257400606,1,3,0,56,0
2662,18.422083350156598,5,1,7,0,0,0.010671554590162906,1,0,0,91,0
2003,10.897755082705187,13,1,7,1,0,0.04398115681956465,0,1,0,74,0
381,11.991204304511577,8,0,12,0,1,0.00211228332633057,2,2,0,64,0
1298,21.23684157930668,3,1,13,0,0,0.04413929354393612,0,1,0,66,0
805,21.66001742773224,13,2,16,0,0,0.024099890113955275,1,2,0,92,0
1220,22.83179841802178,6,2,3,0,0,0.012464237367669755,1,1,0,63,0
6,2.5771544448057235,40,19,1,1,1,0.7032525559158367,5,0,0,13,1
2384,20.592348448100797,1,2,5,0,0,0.04316909495371204,0,3,0,85,0
754,20.286631942765048,9,0,10,0,0,0.0018211232516109463,0,3,0,69,0
2624,3.621002598429295,12,2,8,1,0,0.03834048380644875,0,0,0,87,0
1895,6.0784604850697,8,2,11,0,0,0.033647367587905985,1,0,0,87,0
1884,15.62897678193927,9,1,8,2,0,0.00798379793659543,1,0,0,96,0
1965,12.697323657294305,4,0,16,0,1,0.041263291528411405,0,0,0,89,0
1721,7.056263026323602,12,1,4,0,0,8.767152258557362e-05,2,3,0,54,0
1970,5.614973400286509,1,2,14,0,0,0.009299847820666545,0,3,0,52,0
2635,22.53833099932419,14,0,9,0,0,0.0025935853616767496,0,1,0,70,0
9,2.3497365480996386,9,5,1,1,1,0.6558009432642076,8,0,0,13,1
1,4.6143034172325255,27,12,1,3,1,0.7155742595608244,3,0,1,1,1
942,13.70781314000268,12,2,18,0,0,0.009682827731986131,0,1,0,66,0
2444,13.409793071396617,6,1,14,0,0,0.04086772104490711,0,3,0,94,0
783,8.747331542805375,14,1,13,0,0,0.00457485194008057,0,0,0,67,0
2100,20.36771206016732,11,1,11,0,0,0.007975111991986125,2,2,0,50,0
60,4.579733744086396,36,4,1,0,1,0.48658148944711194,8,0,0,25,1
20,3.2963640876124,38,16,1,0,1,0.8890162625505129,5,1,1,27,1
574,22.649266309562588,4,2,5,0,0,0.008426478680965114,2,0,0,52,0
2580,14.657457058621157,5,1,19,0,0,0.07750252163249483,0,1,0,64,0
930,3.5524830654584063,9,2,18,0,1,0.039032573127565015,0,0,0,88,0
2457,3.137370320725968,5,0,3,1,0,0.02396732593342434,0,1,0,91,0
2657,8.19585269966799,14,2,7,0,0,0.00636368249791686,1,2,0,65,0
1242,3.963520376005861,2,1,2,0,0,0.002435217466131296,1,3,0,81,0
2309,14.579915065921947,14,1,19,0,0,0.008270336863757307,0,3,0,56,0
1052,17.742785064807094,14,0,11,0,0,0.008908406635851313,1,1,0,53,0
537,2.3174457747853374,7,2,6,0,0,0.011571502240344153,1,1,0,98,0
2893,17.575068341511606,8,1,11,0,0,0.016853031964421693,0,3,0,93,0
1714,10.750730697005945,6,1,12,0,0,0.02599479665142885,0,2,0,88,0
1140,22.1295893308506,5,2,17,0,0,0.007764404093492656,2,2,0,88,0
1547,23.77832098596255,10,1,2,0,1,0.015847748285071735,2,1,0,81,0
1753,11.801760817656307,12,1,12,0,1,0.010754227666120395,0,1,0,59,0
2176,18.631536051347798,3,0,18,0,0,0.009613076246554924,0,0,0,91,0
957,6.077146234413981,10,2,12,0,0,0.025987108065950996,1,1,0,65,0
742,6.912087127937837,14,1,5,0,0,0.011372517804171946,2,2,0,99,0
2970,3.509521530612244,13,1,19,0,0,0.004305995208275283,1,3,0,86,0
575,5.460938947158822,6,1,19,0,0,0.06115903815171571,0,2,0,71,0
2215,5.299032133994618,2,1,3,0,0,0.0021647276139496814,2,2,0,99,0
1625,1.0432373210729446,5,1,4,0,0,0.010428398644032215,1,3,0,64,0
2003,3.8608051185504593,5,2,11,0,0,0.037620313337140394,2,2,0,93,0
1404,20.430157034578492,4,0,2,0,0,0.0035402233444134573,1,1,0,65,0
818,1.0877940848599843,12,1,16,0,0,0.004817304539657319,0,0,0,54,0
2043,6.872050068753932,13,2,9,0,0,0.04727898259106586,2,1,1,68,0
948,14.84869066315993,9,1,14,1,0,0.010838377968700281,1,2,0,61,0
18,1.4657623329629084,40,10,1,3,1,0.9091460244374803,3,0,0,20,1
405,17.838819957387983,11,2,2,0,0,0.005454941376611726,2,2,0,79,0
2900,13.72771737091427,10,1,16,1,0,0.017773245208137962,0,3,1,91,0
1483,10.570792845635124,4,0,7,0,0,0.1144823790901407,0,3,0,84,0
1015,9.590722709882915,2,0,8,0,0,0.04159435659611908,2,0,1,94,0
430,20.810351393747087,10,0,11,0,0,0.002360233469085136,1,3,0,66,0
942,4.461994308258512,4,2,9,0,0,0.021799002443148745,0,0,0,98,0
1797,18.75272770217729,9,2,11,0,0,0.0004084938257725065,0,2,0,55,0
136,2.5346992192652986,11,9,1,1,1,0.7760616770546844,5,1,0,12,1
50,2.4443405064002954,11,14,1,0,1,0.8163634767896905,4,1,0,17,1
815,14.389409284939362,9,0,6,0,0,0.011946757437445417,2,2,0,52,0
1220,17.801416302052175,13,1,4,0,0,0.02052045441276081,2,0,0,82,0
222,20.708100529727165,14,0,12,0,0,0.008650879796128632,2,1,0,66,0
191,16.82502220822832,7,1,19,0,0,0.06732760604879662,0,2,0,57,0
2336,17.084253627902683,13,0,11,0,0,0.01033428409982056,2,2,0,74,0
1590,12.092080308800421,6,1,8,1,0,0.03239608508654837,1,2,0,91,0
347,22.410409557398594,12,1,13,0,0,0.08391143128044458,0,3,0,69,0
940,8.352337146132529,6,2,10,0,0,0.0161385925284048,2,3,0,66,0
23,4.678440830238062,36,4,1,0,1,0.5621228579824791,9,1,1,18,1
2323,8.860995308945519,7,1,8,0,0,0.031708639736700045,0,2,0,84,0
2460,23.725508033013803,0,1,3,1,0,0.016574011895168904,1,3,0,69,0
2073,15.096703699824833,3,2,4,0,0,0.07542006719566058,0,2,0,70,0
109,3.585013679205462,7,16,1,1,0,0.8022255462612032,7,0,0,19,1
971,19.602169644961386,12,0,4,0,0,0.007936469226700998,0,1,0,81,0
2187,13.157296523610533,6,1,5,0,0,0.01876497753462345,2,3,0,93,0
2119,11.99997733649014,11,0,6,1,0,0.0065588170266891,2,2,0,64,0
2061,15.639284974130543,6,1,13,0,0,0.008151652924187095,0,1,0,91,0
766,16.400860171081124,13,2,17,0,0,0.004712720964456949,1,3,0,54,0
1476,20.08455176661583,12,1,13,0,1,0.07263226008812501,0,0,0,90,0
1549,18.63309110960934,0,1,4,1,0,0.06875303113108182,0,3,1,72,0
1543,14.533490566833926,12,1,3,0,0,0.020822725311207137,1,1,0,96,0
536,3.4234532809145373,2,2,6,0,0,0.010904554981543147,1,3,0,86,0
296,4.871749986139996,1,1,13,2,0,0.0064613534216647955,0,0,0,51,0
2966,21.107214655182087,5,1,12,0,0,0.01847178661052478,0,2,0,58,0
403,17.67858173367564,6,1,8,0,0,0.021736980362574813,2,3,0,88,0
535,3.186220047251934,14,1,3,0,0,0.0015091814099192466,1,0,0,86,0
42,3.6962886281930927,18,4,1,3,1,0.5219835826017638,4,0,0,15,1
216,8.36137614798262,1,1,12,0,0,0.01907169263511315,0,1,0,87,0
1948,13.636527483900426,11,0,6,0,0,0.02779090329517694,1,3,0,75,0
2081,20.825698893298263,3,0,5,0,0,0.09249070825256807,1,1,0,66,0
1862,15.235808439177594,13,2,2,0,0,0.05381257260003377,2,0,0,92,0
668,11.87651520956319,4,2,3,2,0,0.0036244196223151033,0,3,0,88,0
1976,18.78104795904172,8,0,2,0,0,0.010759491394896892,0,0,0,69,0
287,16.69045925441204,2,1,16,0,0,0.003899273569533895,2,2,0,85,0
2014,1.154338976993379,3,0,16,0,0,0.016216508461943134,0,2,0,57,0
2480,7.528654157998836,7,1,14,0,0,0.01975680204607619,2,3,0,70,0
290,19.565354332197327,10,1,9,0,0,0.0756091426042267,0,1,0,91,0
882,6.808138987734643,13,2,6,0,0,0.044533235448570734,0,2,0,50,0
1480,18.3612698586395,5,1,7,0,0,0.003346508833452236,2,0,0,59,0
1700,15.199090420498408,5,1,14,0,0,0.016839514251357372,1,2,0,79,0
1664,17.5601849122516,12,0,3,1,0,0.0012732910499216618,2,2,0,84,0
114,2.6234404881663815,33,15,1,1,0,0.6179996954035951,9,1,0,9,1
1672,9.129597032575996,3,2,4,0,0,0.059896657295748515,1,1,0,66,0
334,8.303223301164952,9,1,17,1,0,0.01123344636053948,2,0,0,59,0
299,20.188977416959652,13,2,18,0,0,0.0016845787884940614,1,1,0,93,0
2859,17.555203427157778,1,2,8,0,0,0.03879604827940267,0,3,0,63,0
2942,19.14245206982327,10,0,12,0,0,0.005857484191578142,1,3,0,54,0
821,10.197819756495592,8,2,9,0,0,0.0009831233529796878,1,2,0,51,0
2861,18.949194851387315,12,0,13,0,0,0.009189172715394194,2,2,0,93,0
841,4.044564717804366,6,0,8,0,0,0.021355532082988026,0,0,0,91,0
104,1.4022909184054335,14,18,1,0,1,0.4601886943417681,4,0,1,23,1
72,1.910445745805293,41,11,1,0,1,0.7340006118022024,6,1,0,27,1
1321,20.770000327879753,10,2,17,0,0,0.002735964582204207,0,0,0,88,0
1878,4.301474326906035,3,1,9,0,0,0.024423270882888676,1,0,0,66,0
749,23.11480679661095,10,2,2,1,0,0.0285420903084522,1,0,0,60,0
861,4.996309700232773,7,2,8,0,0,0.018633651611938765,0,1,1,50,0
9,0.6334161885686104,5,17,1,1,1,0.9430597727605856,3,0,1,19,1
2979,5.0197891850296745,4,0,9,0,0,0.0070720889223417575,0,2,0,58,0
2614,9.985688552676601,4,0,15,0,0,0.018394313154355413,0,2,0,66,0
1820,4.537561566756979,6,0,14,0,0,0.007414276685472641,2,2,0,85,0
1504,2.7743388764103827,11,2,15,0,1,0.07018230255830966,1,1,0,60,0
2245,23.018426421575505,8,1,9,0,0,0.01812318518602485,1,3,0,63,0
1651,2.941024752524474,8,2,11,1,0,0.010746937069896007,0,0,0,97,0
1485,14.044927938145868,4,2,19,0,0,0.018207614269543478,2,2,0,62,0
2888,22.823456984116,10,2,17,0,0,0.014494696947015367,0,0,0,96,0
323,21.273367932525492,3,2,15,0,0,0.053550408495940095,2,0,0,57,0
568,13.833556992000718,3,2,11,0,0,0.000502445363454865,0,2,0,74,0
395,5.702600379258372,12,1,11,0,0,0.011198616042891182,0,2,0,57,0
576,10.508578333791013,9,2,19,0,0,0.007560470632072847,1,3,0,67,0
938,7.158863536231686,9,0,3,0,0,0.005537558218434543,1,3,0,61,0
2724,2.3734792463304544,8,2,8,0,0,0.02838703213101491,2,3,0,82,0
2326,20.110175400859227,0,0,8,0,0,0.0105471802726696,2,3,0,71,0
2070,6.841422115156568,3,2,9,1,0,0.0008651438504922332,0,0,0,74,0
130,4.758341490354704,36,5,1,2,1,0.5465895351812095,4,1,1,21,1
703,21.729808247816923,8,2,8,0,0,0.00241540526544156,0,2,0,60,0
2296,9.857762757757502,9,2,3,0,0,0.007305842312901393,1,3,0,99,0
2043,21.707389165708243,2,0,18,0,0,0.038980574742737105,2,0,0,55,0
2265,16.44584420309986,12,1,15,0,0,0.012790691884973924,0,1,0,56,0
2114,23.327069534576708,6,0,3,0,0,0.006114303570688722,0,1,0,97,0
2387,21.674718952143415,7,1,12,0,0,0.00829497884870617,0,1,0,77,0
1442,16.8722208394704,9,0,6,0,0,0.016436884868730336,1,0,0,86,0
2623,23.356580899421594,13,1,17,0,0,0.03576634821261343,0,2,0,74,0
2815,18.44955697255311,5,2,13,1,0,0.05807756523465342,0,1,0,80,0
2575,17.873164090973187,1,2,5,0,0,0.01924865814678571,2,3,0,64,0
60,0.42907313367582456,21,11,1,2,1,0.6411217093895494,8,0,0,28,1
2355,7.245582090458575,14,2,9,0,0,0.024767492215025545,2,0,0,55,0
517,6.316010985835872,6,1,2,0,0,0.029158239288671926,0,0,0,95,0
89,1.2236628565075045,14,5,1,0,1,0.6427098452940776,5,0,0,16,1
369,15.54843226420504,5,1,14,0,0,0.01783764233089844,1,0,0,96,0
2176,18.55149236283009,14,0,4,0,0,0.005550141909704824,0,1,0,51,0
1434,19.784633658846527,0,2,14,0,0,0.0063143272642177655,1,1,0,53,0
605,22.413229330361894,12,1,2,2,0,0.01665615234804042,0,3,0,87,0
2913,4.201554566203186,12,1,4,0,0,0.044097435113210286,2,0,0,53,0
1709,22.884006872317798,13,1,17,0,0,0.004672135681797677,0,2,0,81,0
1333,5.245457979351759,9,2,3,0,0,0.024387552508338472,2,3,0,60,0
2443,13.093689774086446,2,1,5,0,0,0.02471091055353468,2,0,0,59,0
890,4.024920139076692,7,0,5,0,0,0.00086129049564855,0,3,0,76,0
24,3.626957586094595,6,13,1,1,1,0.6127976510589754,3,1,1,18,1
191,12.178356568483418,14,2,16,0,0,0.007568363021852907,2,2,0,60,0
1210,4.269920274189598,12,1,16,0,0,0.015936904749718515,2,2,0,53,0
33,0.4846128798878414,46,3,1,0,1,0.6285322889768177,7,0,0,3,1
87,0.6135395487439862,15,13,1,3,1,0.4306957085177628,4,1,0,5,1
2703,9.58963971131599,1,0,14,0,0,0.015147716961712725,2,0,0,60,0
1299,15.12387015724893,12,1,9,0,0,0.004865348806701676,2,2,0,86,0
2210,6.837884797603982,13,0,11,0,0,0.022692887281104187,2,2,0,73,0
377,19.256108558751876,12,1,11,0,0,0.026308958330580723,2,2,0,97,0
96,1.871920072280979,28,4,1,3,0,0.8384064220176619,3,0,1,21,1
1004,9.16594429839504,6,1,3,0,1,0.02341342247216614,1,3,0,84,0
2899,14.007649193193128,2,2,9,0,0,0.007552648289145568,1,0,0,81,0
581,21.222867641466845,14,0,8,0,0,0.04666110975340316,0,3,0,90,0
2971,3.980814977495165,11,1,15,0,0,0.005940806165418129,0,2,0,81,0
1201,4.352401069629289,14,0,9,0,0,0.010646538333019021,2,0,0,53,0
2915,9.79810444561219,3,2,12,0,0,0.005146174728853088,0,2,0,61,0
1747,5.702133200839578,11,2,14,0,0,0.02285991855845592,1,3,0,77,0
635,13.837225740658846,0,0,19,0,0,0.016540618175635728,0,1,0,96,0
1843,13.47436429453398,0,0,13,2,0,0.014897325005467237,0,1,0,80,0
521,11.740263999163046,0,2,10,0,0,0.006923539884134886,2,1,0,60,0
751,13.47683307964109,2,1,15,2,0,0.0026450571270506353,2,1,0,57,0
2213,23.133134668719038,7,0,2,0,0,0.02354133326634133,0,2,0,78,0
653,23.365659977922377,3,1,14,0,0,0.01587574645627121,0,2,0,67,0
690,12.73252338747298,6,0,3,0,0,0.01829479981096035,2,1,0,81,0
632,8.85851354362918,5,1,12,0,0,0.01395928702959865,1,0,0,95,0
2241,8.179405304018282,5,0,11,0,0,0.002592776132311102,1,1,0,52,0
1291,4.310664012161309,7,1,18,0,0,0.0015091779645198364,2,2,0,66,0
127,0.46876224641020847,12,6,1,0,1,0.8780504303981406,8,1,1,21,1
1192,3.9255945418113405,12,0,2,0,0,0.035970149504894224,2,0,0,59,0
1720,4.169926680662414,10,2,10,0,0,0.0008222357871217002,0,1,0,67,0
2523,23.693938548214717,4,0,4,1,0,0.018960247041924214,2,0,0,91,0
26,0.6696041881806961,10,8,1,3,1,0.9917977927308038,7,1,0,20,1
1137,4.76926354695109,7,0,8,0,1,0.03880045601128961,0,1,0,82,0
384,19.36764526480328,6,2,15,0,0,0.0296829108608134,2,3,0,61,0
133,1.703561131128355,43,9,1,1,1,0.9417268006346718,9,0,0,11,1
1126,6.528794940088128,8,1,11,0,0,0.013144014825000844,0,1,0,60,0
333,13.697595387027691,1,0,18,0,0,0.021964554570278235,0,1,0,90,0
1321,7.04153977976899,0,0,12,2,0,0.0426058295598311,1,0,0,77,0
1155,10.322134210972099,10,0,14,1,0,0.0036435254732124344,1,1,0,77,0
1972,9.620482058981317,5,1,2,0,0,0.039455626910786294,2,1,0,98,0
883,5.144502344947402,1,0,10,0,0,0.01739357773450498,0,1,0,77,0
650,5.855586836821132,10,0,15,0,0,0.0060525884427324855,1,3,0,70,0
1784,14.21992974808155,13,0,19,1,0,0.030816945854335184,1,2,0,61,0
2043,10.09498816383703,0,2,16,0,0,0.06122784479112323,0,1,0,74,0
855,16.443463502576794,5,1,19,0,0,0.016848504436129865,1,3,0,66,0
1373,11.580055098358375,14,2,10,0,0,0.019578775530221474,2,2,0,75,0
2583,2.4106119797955,12,1,2,0,0,0.028294853506014572,0,1,0,56,0
134,0.13897548826484915,30,8,1,0,1,0.4982141703422819,8,1,0,11,1
1427,11.062084311988823,4,0,14,0,0,0.016293601786061464,0,3,0,55,0
2543,15.998834647200072,14,2,11,0,0,0.006390414813733567,2,3,0,86,0
1439,16.583441746581283,1,1,9,0,0,0.01336676851905861,1,0,0,68,0
1580,4.426812687314478,2,2,5,0,0,0.009187142327329234,1,1,0,71,0
2977,18.677795510135695,1,1,8,0,0,0.013173039623961722,1,0,0,69,0
2497,17.59204937544463,12,1,7,0,0,0.002122629613362077,2,2,0,50,0
1672,21.23577917666459,7,0,11,0,0,0.02426584707911064,2,1,0,50,0
147,2.0188492165156218,41,3,1,1,0,0.9630477672668553,6,1,0,14,1
1423,5.826365881697416,11,1,8,1,0,0.009185635561324753,0,1,0,91,0
895,3.8067013694025187,3,0,11,1,0,0.004740750801247452,0,3,0,71,0
2325,3.162830401988126,7,1,2,0,0,0.02895045422657143,0,1,0,51,0
883,16.1499193627712,6,0,3,1,0,0.021356224579485,2,3,0,74,0
2256,16.24996610351132,6,0,3,0,0,0.00976874781547622,2,3,0,68,0
1805,1.6329412582295517,11,0,11,1,0,0.002266883719705846,1,1,0,89,0
1728,18.323308726008264,0,2,18,1,0,0.03783855571345176,0,2,0,69,0
1364,4.537196442364715,7,2,7,0,0,0.009317066387312532,0,1,0,74,0
1948,13.092393049860101,5,2,18,0,0,0.0314526408940139,0,3,0,94,0
704,21.15041942975498,11,2,9,0,0,0.009032039011132434,0,0,0,85,0
1675,12.021214277202798,5,0,4,1,0,0.0551935847212494,2,0,0,73,0
2867,13.531036123539296,9,2,2,0,0,0.005773166336520568,2,1,0,92,0
814,22.61198475975069,7,1,3,0,0,0.007960419902277596,0,2,0,63,0
445,12.438186261886365,14,2,10,2,0,0.022458549959105806,2,0,0,65,0
1134,23.405786458444357,0,0,7,0,0,0.019927237675561645,2,2,0,79,0
104,1.6729970716994087,20,12,1,1,1,0.8881277079989919,3,1,1,13,1
2946,3.445905703882816,13,0,14,0,0,0.0028275070739510483,2,2,0,90,0
2672,4.486095546516492,12,0,16,0,0,0.022543692662202554,1,0,0,67,0
2067,12.904714930257008,12,0,3,0,0,0.011184315164383212,1,3,0,56,0
